Reference,publised_year,Species
"Bogoni, J.A., Cherem, J.J., Giehl, E.L.H., Oliveira-Santos, L.G.R., Castilho, P.V., Picinatto-Filho, V., Fanticini, F.M., Tortato, M.A., Luiz, M.R., Rizzaro, R. and Graipel, M.E. (2016a). Landscape features lead to shifts in communities of medium to large-bodied mammals in subtropical Atlantic Forest. J. Mammal., gyv215.in press.",2016,Leopardus guttulus
"Bogoni, J.A., Cherem, J.J., Giehl, E.L.H., Oliveira-Santos, L.G.R., Castilho, P.V., Picinatto-Filho, V., Fanticini, F.M., Tortato, M.A., Luiz, M.R., Rizzaro, R. and Graipel, M.E. (2016a). Landscape features lead to shifts in communities of medium to large-bodied mammals in subtropical Atlantic Forest. J. Mammal., gyv215.in press.",2016,Tamandua tetradactyla
"Bogoni, J.A., Cherem, J.J., Giehl, E.L.H., Oliveira-Santos, L.G.R., Castilho, P.V., Picinatto-Filho, V., Fanticini, F.M., Tortato, M.A., Luiz, M.R., Rizzaro, R. and Graipel, M.E. (2016a). Landscape features lead to shifts in communities of medium to large-bodied mammals in subtropical Atlantic Forest. J. Mammal., gyv215.in press.",2016,Puma concolor
"Bogoni, J.A., Cherem, J.J., Giehl, E.L.H., Oliveira-Santos, L.G.R., Castilho, P.V., Picinatto-Filho, V., Fanticini, F.M., Tortato, M.A., Luiz, M.R., Rizzaro, R. and Graipel, M.E. (2016a). Landscape features lead to shifts in communities of medium to large-bodied mammals in subtropical Atlantic Forest. J. Mammal., gyv215.in press.",2016,Leopardus pardalis
"Bogoni, J.A., Cherem, J.J., Giehl, E.L.H., Oliveira-Santos, L.G.R., Castilho, P.V., Picinatto-Filho, V., Fanticini, F.M., Tortato, M.A., Luiz, M.R., Rizzaro, R. and Graipel, M.E. (2016a). Landscape features lead to shifts in communities of medium to large-bodied mammals in subtropical Atlantic Forest. J. Mammal., gyv215.in press.",2016,Hydrochoerus hydrochaeris
"Bogoni, J.A., Cherem, J.J., Giehl, E.L.H., Oliveira-Santos, L.G.R., Castilho, P.V., Picinatto-Filho, V., Fanticini, F.M., Tortato, M.A., Luiz, M.R., Rizzaro, R. and Graipel, M.E. (2016a). Landscape features lead to shifts in communities of medium to large-bodied mammals in subtropical Atlantic Forest. J. Mammal., gyv215.in press.",2016,Cuniculus paca
"Bogoni, J.A., Cherem, J.J., Giehl, E.L.H., Oliveira-Santos, L.G.R., Castilho, P.V., Picinatto-Filho, V., Fanticini, F.M., Tortato, M.A., Luiz, M.R., Rizzaro, R. and Graipel, M.E. (2016a). Landscape features lead to shifts in communities of medium to large-bodied mammals in subtropical Atlantic Forest. J. Mammal., gyv215.in press.",2016,Pecari tajacu
"Bogoni, J.A., Cherem, J.J., Giehl, E.L.H., Oliveira-Santos, L.G.R., Castilho, P.V., Picinatto-Filho, V., Fanticini, F.M., Tortato, M.A., Luiz, M.R., Rizzaro, R. and Graipel, M.E. (2016a). Landscape features lead to shifts in communities of medium to large-bodied mammals in subtropical Atlantic Forest. J. Mammal., gyv215.in press.",2016,Eira barbara
"Bogoni, J.A., Cherem, J.J., Giehl, E.L.H., Oliveira-Santos, L.G.R., Castilho, P.V., Picinatto-Filho, V., Fanticini, F.M., Tortato, M.A., Luiz, M.R., Rizzaro, R. and Graipel, M.E. (2016a). Landscape features lead to shifts in communities of medium to large-bodied mammals in subtropical Atlantic Forest. J. Mammal., gyv215.in press.",2016,Nasua nasua
"Bogoni, J.A., Cherem, J.J., Giehl, E.L.H., Oliveira-Santos, L.G.R., Castilho, P.V., Picinatto-Filho, V., Fanticini, F.M., Tortato, M.A., Luiz, M.R., Rizzaro, R. and Graipel, M.E. (2016a). Landscape features lead to shifts in communities of medium to large-bodied mammals in subtropical Atlantic Forest. J. Mammal., gyv215.in press.",2016,Procyon cancrivorus
"Bogoni, J.A., Cherem, J.J., Giehl, E.L.H., Oliveira-Santos, L.G.R., Castilho, P.V., Picinatto-Filho, V., Fanticini, F.M., Tortato, M.A., Luiz, M.R., Rizzaro, R. and Graipel, M.E. (2016a). Landscape features lead to shifts in communities of medium to large-bodied mammals in subtropical Atlantic Forest. J. Mammal., gyv215.in press.",2016,Cerdocyon thous
"Bogoni, J.A., Cherem, J.J., Giehl, E.L.H., Oliveira-Santos, L.G.R., Castilho, P.V., Picinatto-Filho, V., Fanticini, F.M., Tortato, M.A., Luiz, M.R., Rizzaro, R. and Graipel, M.E. (2016a). Landscape features lead to shifts in communities of medium to large-bodied mammals in subtropical Atlantic Forest. J. Mammal., gyv215.in press.",2016,Dasypus novemcinctus
"Bogoni, J.A., Cherem, J.J., Giehl, E.L.H., Oliveira-Santos, L.G.R., Castilho, P.V., Picinatto-Filho, V., Fanticini, F.M., Tortato, M.A., Luiz, M.R., Rizzaro, R. and Graipel, M.E. (2016a). Landscape features lead to shifts in communities of medium to large-bodied mammals in subtropical Atlantic Forest. J. Mammal., gyv215.in press.",2016,Didelphis albiventris
"Bogoni, J.A., Cherem, J.J., Giehl, E.L.H., Oliveira-Santos, L.G.R., Castilho, P.V., Picinatto-Filho, V., Fanticini, F.M., Tortato, M.A., Luiz, M.R., Rizzaro, R. and Graipel, M.E. (2016a). Landscape features lead to shifts in communities of medium to large-bodied mammals in subtropical Atlantic Forest. J. Mammal., gyv215.in press.",2016,Didelphis aurita
"Bogoni, J.A., Cherem, J.J., Giehl, E.L.H., Oliveira-Santos, L.G.R., Castilho, P.V., Picinatto-Filho, V., Fanticini, F.M., Tortato, M.A., Luiz, M.R., Rizzaro, R. and Graipel, M.E. (2016a). Landscape features lead to shifts in communities of medium to large-bodied mammals in subtropical Atlantic Forest. J. Mammal., gyv215.in press.",2016,Lepus europaeus
"Bogoni, J.A., Cherem, J.J., Giehl, E.L.H., Oliveira-Santos, L.G.R., Castilho, P.V., Picinatto-Filho, V., Fanticini, F.M., Tortato, M.A., Luiz, M.R., Rizzaro, R. and Graipel, M.E. (2016a). Landscape features lead to shifts in communities of medium to large-bodied mammals in subtropical Atlantic Forest. J. Mammal., gyv215.in press.",2016,Dasyprocta azarae
"Bogoni, J.A., Cherem, J.J., Giehl, E.L.H., Oliveira-Santos, L.G.R., Castilho, P.V., Picinatto-Filho, V., Fanticini, F.M., Tortato, M.A., Luiz, M.R., Rizzaro, R. and Graipel, M.E. (2016a). Landscape features lead to shifts in communities of medium to large-bodied mammals in subtropical Atlantic Forest. J. Mammal., gyv215.in press.",2016,Leopardus wiedii
"Bogoni, J.A., Cherem, J.J., Giehl, E.L.H., Oliveira-Santos, L.G.R., Castilho, P.V., Picinatto-Filho, V., Fanticini, F.M., Tortato, M.A., Luiz, M.R., Rizzaro, R. and Graipel, M.E. (2016a). Landscape features lead to shifts in communities of medium to large-bodied mammals in subtropical Atlantic Forest. J. Mammal., gyv215.in press.",2016,Leopardus guttulus
"Bogoni, J.A., Cherem, J.J., Giehl, E.L.H., Oliveira-Santos, L.G.R., Castilho, P.V., Picinatto-Filho, V., Fanticini, F.M., Tortato, M.A., Luiz, M.R., Rizzaro, R. and Graipel, M.E. (2016a). Landscape features lead to shifts in communities of medium to large-bodied mammals in subtropical Atlantic Forest. J. Mammal., gyv215.in press.",2016,Alouatta guariba
"Bogoni, J.A., Cherem, J.J., Giehl, E.L.H., Oliveira-Santos, L.G.R., Castilho, P.V., Picinatto-Filho, V., Fanticini, F.M., Tortato, M.A., Luiz, M.R., Rizzaro, R. and Graipel, M.E. (2016a). Landscape features lead to shifts in communities of medium to large-bodied mammals in subtropical Atlantic Forest. J. Mammal., gyv215.in press.",2016,Sapajus nigritus
"Bogoni, J.A., Cherem, J.J., Giehl, E.L.H., Oliveira-Santos, L.G.R., Castilho, P.V., Picinatto-Filho, V., Fanticini, F.M., Tortato, M.A., Luiz, M.R., Rizzaro, R. and Graipel, M.E. (2016a). Landscape features lead to shifts in communities of medium to large-bodied mammals in subtropical Atlantic Forest. J. Mammal., gyv215.in press.",2016,Coendou spinosus
"Bogoni, J.A., Cherem, J.J., Giehl, E.L.H., Oliveira-Santos, L.G.R., Castilho, P.V., Picinatto-Filho, V., Fanticini, F.M., Tortato, M.A., Luiz, M.R., Rizzaro, R. and Graipel, M.E. (2016a). Landscape features lead to shifts in communities of medium to large-bodied mammals in subtropical Atlantic Forest. J. Mammal., gyv215.in press.",2016,Lontra longicaudis
"Bogoni, J.A., Cherem, J.J., Giehl, E.L.H., Oliveira-Santos, L.G.R., Castilho, P.V., Picinatto-Filho, V., Fanticini, F.M., Tortato, M.A., Luiz, M.R., Rizzaro, R. and Graipel, M.E. (2016a). Landscape features lead to shifts in communities of medium to large-bodied mammals in subtropical Atlantic Forest. J. Mammal., gyv215.in press.",2016,Cabassous tatouay
"Bogoni, J.A., Cherem, J.J., Giehl, E.L.H., Oliveira-Santos, L.G.R., Castilho, P.V., Picinatto-Filho, V., Fanticini, F.M., Tortato, M.A., Luiz, M.R., Rizzaro, R. and Graipel, M.E. (2016a). Landscape features lead to shifts in communities of medium to large-bodied mammals in subtropical Atlantic Forest. J. Mammal., gyv215.in press.",2016,Canis familiaris
"Bogoni, J.A., Cherem, J.J., Giehl, E.L.H., Oliveira-Santos, L.G.R., Castilho, P.V., Picinatto-Filho, V., Fanticini, F.M., Tortato, M.A., Luiz, M.R., Rizzaro, R. and Graipel, M.E. (2016a). Landscape features lead to shifts in communities of medium to large-bodied mammals in subtropical Atlantic Forest. J. Mammal., gyv215.in press.",2016,Hydrochoerus hydrochaeris
"Bogoni, J.A., Cherem, J.J., Giehl, E.L.H., Oliveira-Santos, L.G.R., Castilho, P.V., Picinatto-Filho, V., Fanticini, F.M., Tortato, M.A., Luiz, M.R., Rizzaro, R. and Graipel, M.E. (2016a). Landscape features lead to shifts in communities of medium to large-bodied mammals in subtropical Atlantic Forest. J. Mammal., gyv215.in press.",2016,Eira barbara
"Bogoni, J.A., Cherem, J.J., Giehl, E.L.H., Oliveira-Santos, L.G.R., Castilho, P.V., Picinatto-Filho, V., Fanticini, F.M., Tortato, M.A., Luiz, M.R., Rizzaro, R. and Graipel, M.E. (2016a). Landscape features lead to shifts in communities of medium to large-bodied mammals in subtropical Atlantic Forest. J. Mammal., gyv215.in press.",2016,Nasua nasua
"Bogoni, J.A., Cherem, J.J., Giehl, E.L.H., Oliveira-Santos, L.G.R., Castilho, P.V., Picinatto-Filho, V., Fanticini, F.M., Tortato, M.A., Luiz, M.R., Rizzaro, R. and Graipel, M.E. (2016a). Landscape features lead to shifts in communities of medium to large-bodied mammals in subtropical Atlantic Forest. J. Mammal., gyv215.in press.",2016,Procyon cancrivorus
"Bogoni, J.A., Cherem, J.J., Giehl, E.L.H., Oliveira-Santos, L.G.R., Castilho, P.V., Picinatto-Filho, V., Fanticini, F.M., Tortato, M.A., Luiz, M.R., Rizzaro, R. and Graipel, M.E. (2016a). Landscape features lead to shifts in communities of medium to large-bodied mammals in subtropical Atlantic Forest. J. Mammal., gyv215.in press.",2016,Cerdocyon thous
"Bogoni, J.A., Cherem, J.J., Giehl, E.L.H., Oliveira-Santos, L.G.R., Castilho, P.V., Picinatto-Filho, V., Fanticini, F.M., Tortato, M.A., Luiz, M.R., Rizzaro, R. and Graipel, M.E. (2016a). Landscape features lead to shifts in communities of medium to large-bodied mammals in subtropical Atlantic Forest. J. Mammal., gyv215.in press.",2016,Dasypus novemcinctus
"Bogoni, J.A., Cherem, J.J., Giehl, E.L.H., Oliveira-Santos, L.G.R., Castilho, P.V., Picinatto-Filho, V., Fanticini, F.M., Tortato, M.A., Luiz, M.R., Rizzaro, R. and Graipel, M.E. (2016a). Landscape features lead to shifts in communities of medium to large-bodied mammals in subtropical Atlantic Forest. J. Mammal., gyv215.in press.",2016,Cabassous tatouay
"Bogoni, J.A., Cherem, J.J., Giehl, E.L.H., Oliveira-Santos, L.G.R., Castilho, P.V., Picinatto-Filho, V., Fanticini, F.M., Tortato, M.A., Luiz, M.R., Rizzaro, R. and Graipel, M.E. (2016a). Landscape features lead to shifts in communities of medium to large-bodied mammals in subtropical Atlantic Forest. J. Mammal., gyv215.in press.",2016,Didelphis aurita
"Bogoni, J.A., Cherem, J.J., Giehl, E.L.H., Oliveira-Santos, L.G.R., Castilho, P.V., Picinatto-Filho, V., Fanticini, F.M., Tortato, M.A., Luiz, M.R., Rizzaro, R. and Graipel, M.E. (2016a). Landscape features lead to shifts in communities of medium to large-bodied mammals in subtropical Atlantic Forest. J. Mammal., gyv215.in press.",2016,Lontra longicaudis
"Bogoni, J.A., Cherem, J.J., Giehl, E.L.H., Oliveira-Santos, L.G.R., Castilho, P.V., Picinatto-Filho, V., Fanticini, F.M., Tortato, M.A., Luiz, M.R., Rizzaro, R. and Graipel, M.E. (2016a). Landscape features lead to shifts in communities of medium to large-bodied mammals in subtropical Atlantic Forest. J. Mammal., gyv215.in press.",2016,Tamandua tetradactyla
"Bogoni, J.A., Cherem, J.J., Giehl, E.L.H., Oliveira-Santos, L.G.R., Castilho, P.V., Picinatto-Filho, V., Fanticini, F.M., Tortato, M.A., Luiz, M.R., Rizzaro, R. and Graipel, M.E. (2016a). Landscape features lead to shifts in communities of medium to large-bodied mammals in subtropical Atlantic Forest. J. Mammal., gyv215.in press.",2016,Dasyprocta azarae
"Bogoni, J.A., Cherem, J.J., Giehl, E.L.H., Oliveira-Santos, L.G.R., Castilho, P.V., Picinatto-Filho, V., Fanticini, F.M., Tortato, M.A., Luiz, M.R., Rizzaro, R. and Graipel, M.E. (2016a). Landscape features lead to shifts in communities of medium to large-bodied mammals in subtropical Atlantic Forest. J. Mammal., gyv215.in press.",2016,Puma yagouaroundi
"Bogoni, J.A., Cherem, J.J., Giehl, E.L.H., Oliveira-Santos, L.G.R., Castilho, P.V., Picinatto-Filho, V., Fanticini, F.M., Tortato, M.A., Luiz, M.R., Rizzaro, R. and Graipel, M.E. (2016a). Landscape features lead to shifts in communities of medium to large-bodied mammals in subtropical Atlantic Forest. J. Mammal., gyv215.in press.",2016,Leopardus wiedii
"Bogoni, J.A., Cherem, J.J., Giehl, E.L.H., Oliveira-Santos, L.G.R., Castilho, P.V., Picinatto-Filho, V., Fanticini, F.M., Tortato, M.A., Luiz, M.R., Rizzaro, R. and Graipel, M.E. (2016a). Landscape features lead to shifts in communities of medium to large-bodied mammals in subtropical Atlantic Forest. J. Mammal., gyv215.in press.",2016,Leopardus guttulus
"Bogoni, J.A., Cherem, J.J., Giehl, E.L.H., Oliveira-Santos, L.G.R., Castilho, P.V., Picinatto-Filho, V., Fanticini, F.M., Tortato, M.A., Luiz, M.R., Rizzaro, R. and Graipel, M.E. (2016a). Landscape features lead to shifts in communities of medium to large-bodied mammals in subtropical Atlantic Forest. J. Mammal., gyv215.in press.",2016,Canis familiaris
"Bogoni, J.A., Cherem, J.J., Giehl, E.L.H., Oliveira-Santos, L.G.R., Castilho, P.V., Picinatto-Filho, V., Fanticini, F.M., Tortato, M.A., Luiz, M.R., Rizzaro, R. and Graipel, M.E. (2016a). Landscape features lead to shifts in communities of medium to large-bodied mammals in subtropical Atlantic Forest. J. Mammal., gyv215.in press.",2016,Pecari tajacu
"Bogoni, J.A., Cherem, J.J., Giehl, E.L.H., Oliveira-Santos, L.G.R., Castilho, P.V., Picinatto-Filho, V., Fanticini, F.M., Tortato, M.A., Luiz, M.R., Rizzaro, R. and Graipel, M.E. (2016a). Landscape features lead to shifts in communities of medium to large-bodied mammals in subtropical Atlantic Forest. J. Mammal., gyv215.in press.",2016,Eira barbara
"Bogoni, J.A., Cherem, J.J., Giehl, E.L.H., Oliveira-Santos, L.G.R., Castilho, P.V., Picinatto-Filho, V., Fanticini, F.M., Tortato, M.A., Luiz, M.R., Rizzaro, R. and Graipel, M.E. (2016a). Landscape features lead to shifts in communities of medium to large-bodied mammals in subtropical Atlantic Forest. J. Mammal., gyv215.in press.",2016,Nasua nasua
"Bogoni, J.A., Cherem, J.J., Giehl, E.L.H., Oliveira-Santos, L.G.R., Castilho, P.V., Picinatto-Filho, V., Fanticini, F.M., Tortato, M.A., Luiz, M.R., Rizzaro, R. and Graipel, M.E. (2016a). Landscape features lead to shifts in communities of medium to large-bodied mammals in subtropical Atlantic Forest. J. Mammal., gyv215.in press.",2016,Procyon cancrivorus
"Bogoni, J.A., Cherem, J.J., Giehl, E.L.H., Oliveira-Santos, L.G.R., Castilho, P.V., Picinatto-Filho, V., Fanticini, F.M., Tortato, M.A., Luiz, M.R., Rizzaro, R. and Graipel, M.E. (2016a). Landscape features lead to shifts in communities of medium to large-bodied mammals in subtropical Atlantic Forest. J. Mammal., gyv215.in press.",2016,Dasypus novemcinctus
"Bogoni, J.A., Cherem, J.J., Giehl, E.L.H., Oliveira-Santos, L.G.R., Castilho, P.V., Picinatto-Filho, V., Fanticini, F.M., Tortato, M.A., Luiz, M.R., Rizzaro, R. and Graipel, M.E. (2016a). Landscape features lead to shifts in communities of medium to large-bodied mammals in subtropical Atlantic Forest. J. Mammal., gyv215.in press.",2016,Didelphis albiventris
"Bogoni, J.A., Cherem, J.J., Giehl, E.L.H., Oliveira-Santos, L.G.R., Castilho, P.V., Picinatto-Filho, V., Fanticini, F.M., Tortato, M.A., Luiz, M.R., Rizzaro, R. and Graipel, M.E. (2016a). Landscape features lead to shifts in communities of medium to large-bodied mammals in subtropical Atlantic Forest. J. Mammal., gyv215.in press.",2016,Dasyprocta azarae
"Bogoni, J.A., Cherem, J.J., Giehl, E.L.H., Oliveira-Santos, L.G.R., Castilho, P.V., Picinatto-Filho, V., Fanticini, F.M., Tortato, M.A., Luiz, M.R., Rizzaro, R. and Graipel, M.E. (2016a). Landscape features lead to shifts in communities of medium to large-bodied mammals in subtropical Atlantic Forest. J. Mammal., gyv215.in press.",2016,Leopardus wiedii
"Bogoni, J.A., Cherem, J.J., Giehl, E.L.H., Oliveira-Santos, L.G.R., Castilho, P.V., Picinatto-Filho, V., Fanticini, F.M., Tortato, M.A., Luiz, M.R., Rizzaro, R. and Graipel, M.E. (2016a). Landscape features lead to shifts in communities of medium to large-bodied mammals in subtropical Atlantic Forest. J. Mammal., gyv215.in press.",2016,Leopardus pardalis
"Bogoni, J.A., Cherem, J.J., Giehl, E.L.H., Oliveira-Santos, L.G.R., Castilho, P.V., Picinatto-Filho, V., Fanticini, F.M., Tortato, M.A., Luiz, M.R., Rizzaro, R. and Graipel, M.E. (2016a). Landscape features lead to shifts in communities of medium to large-bodied mammals in subtropical Atlantic Forest. J. Mammal., gyv215.in press.",2016,Leopardus guttulus
"Bogoni, J.A., Cherem, J.J., Giehl, E.L.H., Oliveira-Santos, L.G.R., Castilho, P.V., Picinatto-Filho, V., Fanticini, F.M., Tortato, M.A., Luiz, M.R., Rizzaro, R. and Graipel, M.E. (2016a). Landscape features lead to shifts in communities of medium to large-bodied mammals in subtropical Atlantic Forest. J. Mammal., gyv215.in press.",2016,Canis familiaris
"Bogoni, J.A., Cherem, J.J., Giehl, E.L.H., Oliveira-Santos, L.G.R., Castilho, P.V., Picinatto-Filho, V., Fanticini, F.M., Tortato, M.A., Luiz, M.R., Rizzaro, R. and Graipel, M.E. (2016a). Landscape features lead to shifts in communities of medium to large-bodied mammals in subtropical Atlantic Forest. J. Mammal., gyv215.in press.",2018,Alouatta guariba
"Bogoni, J.A., Cherem, J.J., Giehl, E.L.H., Oliveira-Santos, L.G.R., Castilho, P.V., Picinatto-Filho, V., Fanticini, F.M., Tortato, M.A., Luiz, M.R., Rizzaro, R. and Graipel, M.E. (2016a). Landscape features lead to shifts in communities of medium to large-bodied mammals in subtropical Atlantic Forest. J. Mammal., gyv215.in press.",2018,Sapajus nigritus
"Bogoni, J.A., Cherem, J.J., Giehl, E.L.H., Oliveira-Santos, L.G.R., Castilho, P.V., Picinatto-Filho, V., Fanticini, F.M., Tortato, M.A., Luiz, M.R., Rizzaro, R. and Graipel, M.E. (2016a). Landscape features lead to shifts in communities of medium to large-bodied mammals in subtropical Atlantic Forest. J. Mammal., gyv215.in press.",2016,Puma concolor
